read config: config_product.yaml
config = {
	"app": {
		"env": "local",
		"port": "8080",
		"app_name": "gin-app",
		"app_url": "http://localhost"
	},
	"log": {
		"level": "info",
		"root_dir": "./storage/logs",
		"filename": "run.log",
		"format": "console",
		"show_line": true,
		"max_backups": 10,
		"max_size": 100,
		"max_age": 28,
		"compress": true
	},
	"database": {
		"driver": "mysql",
		"host": "127.0.0.1",
		"port": 3306,
		"database": "polis",
		"username": "root",
		"password": "root",
		"charset": "utf8mb4",
		"max_idle_conns": 10,
		"max_open_conns": 100,
		"log_mode": "info",
		"enable_file_log_writer": true,
		"log_filename": "sql.log"
	},
	"jwt": {
		"secret": "3Bde3BGEbYqtqyEUzW3ry8jKFcaPH17fRmTmqE7MDr05Lwj95uruRKrrkb44TJ4s",
		"jwt_ttl": 259200,
		"jwt_blacklist_grace_period": 10,
		"refresh_grace_period": 43200
	},
	"redis": {
		"host": "127.0.0.1",
		"port": 6379,
		"db": 0,
		"password": ""
	}
}
[GIN-debug] [WARNING] Creating an Engine instance with the Logger and Recovery middleware already attached.

[GIN-debug] [WARNING] Running in "debug" mode. Switch to "release" mode in production.
 - using env:	export GIN_MODE=release
 - using code:	gin.SetMode(gin.ReleaseMode)

[GIN-debug] GET    /ping                     --> github.com/oasis/game_boat/biz/handlers.Ping (6 handlers)
[GIN-debug] POST   /get/user/followers       --> github.com/oasis/game_boat/biz/handlers/get/user.GetUserFollowerList (6 handlers)
[GIN-debug] POST   /get/user/follows         --> github.com/oasis/game_boat/biz/handlers/get/user.GetUserFollowList (6 handlers)
[GIN-debug] POST   /get/user/relation_count  --> github.com/oasis/game_boat/biz/handlers/get/user.GetRelationCount (6 handlers)
[GIN-debug] GET    /get/user/game            --> github.com/oasis/game_boat/biz/handlers/get/user.GetUserGame (6 handlers)
[GIN-debug] GET    /get/user/game_count      --> github.com/oasis/game_boat/biz/handlers/get/user.GetUserGameCount (6 handlers)
[GIN-debug] GET    /get/game/tag_list        --> github.com/oasis/game_boat/biz/handlers/get/game.GetTagList (6 handlers)
[GIN-debug] POST   /get/game/in_tag          --> github.com/oasis/game_boat/biz/handlers/get/game.GetGameInTag (6 handlers)
[GIN-debug] GET    /get/game/three_list      --> github.com/oasis/game_boat/biz/handlers/get/game.GetGameThreeList (6 handlers)
[GIN-debug] GET    /get/article/detail       --> github.com/oasis/game_boat/middle_ware.CheckRequestId.func1 (5 handlers)
[GIN-debug] POST   /get/community            --> github.com/oasis/game_boat/biz/handlers/get.ListCommunity (6 handlers)
[GIN-debug] POST   /get/main_page            --> github.com/oasis/game_boat/biz/handlers/get.ListMainPage (6 handlers)
[GIN-debug] POST   /action/game              --> github.com/oasis/game_boat/biz/handlers/action.GameAction (7 handlers)
[GIN-debug] POST   /update/user/relation     --> github.com/oasis/game_boat/biz/handlers/update/user.PeopleRelate (7 handlers)
[GIN-debug] POST   /update/user/info         --> github.com/oasis/game_boat/biz/handlers/update/user.UpdateUserInfo (7 handlers)
[GIN-debug] POST   /register                 --> github.com/oasis/game_boat/biz/handlers.Register (6 handlers)
[GIN-debug] POST   /login                    --> github.com/oasis/game_boat/biz/handlers.Login (6 handlers)
[GIN-debug] POST   /logout                   --> github.com/oasis/game_boat/biz/handlers.Logout (8 handlers)
[GIN-debug] GET    /token_check              --> github.com/oasis/game_boat/biz/handlers.CheckToken (7 handlers)
[GIN-debug] [WARNING] You trusted all proxies, this is NOT safe. We recommend you to set a value.
Please check https://pkg.go.dev/github.com/gin-gonic/gin#readme-don-t-trust-all-proxies for details.
[GIN-debug] Listening and serving HTTP on :8080
[GIN] 2022/04/09 - 16:24:10 | 404 |       9.651µs |   60.13.138.170 | HEAD     "/"
[2022-04-09 16:47:56.807]	[34mINFO[0m	middle_ware/auth.go:33	tokenStr = eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE2NDk2NzQ0NDIsImp0aSI6IjE2IiwiaXNzIjoiYXBwIiwibmJmIjoxNjQ5NDE0MjQyfQ.Q9tqDgZyKZqXAq_A8imZRYZ_zgA_HlHBlDVrkeU92Gs	{"x-request-id": "c98kgf6robbbrg6o1dhg"}
[2022-04-09 16:47:56.807]	[34mINFO[0m	handlers/token_check.go:20	[CheckToken] id = 16	{"x-request-id": "c98kgf6robbbrg6o1dhg"}
[2022-04-09 16:47:56.814]	[34mINFO[0m	game/three_list.go:28	[GetGameThreeList], key = all, page = 1, pageSize = 10	{"x-request-id": "c98kgf6robbbrg6o1di0"}
[2022-04-09 16:47:56.815]	[34mINFO[0m	game/three_list.go:43	[GetGameThreeList] key = all resp.len = 10 10 10	{"x-request-id": "c98kgf6robbbrg6o1di0"}
[2022-04-09 16:47:58.455]	[34mINFO[0m	game/three_list.go:28	[GetGameThreeList], key = all, page = 1, pageSize = 10	{"x-request-id": "c98kgfmrobbbrg6o1dig"}
[2022-04-09 16:47:58.455]	[34mINFO[0m	middle_ware/auth.go:33	tokenStr = eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE2NDk2NzIxMjgsImp0aSI6IjE2IiwiaXNzIjoiYXBwIiwibmJmIjoxNjQ5NDExOTI4fQ.8QMdho3AG1Y7vfStp9XWx_hLaGRlo1OoMzc1b3kBWnA	{"x-request-id": "c98kgfmrobbbrg6o1dj0"}
[2022-04-09 16:47:58.456]	[34mINFO[0m	handlers/token_check.go:20	[CheckToken] id = 16	{"x-request-id": "c98kgfmrobbbrg6o1dj0"}
[2022-04-09 16:47:58.456]	[34mINFO[0m	get/main_page.go:27	[ListMainPage] req = {
	"page": 1,
	"page_size": 10,
	"timestamp": 1649494077727
}	{"x-request-id": "c98kgfmrobbbrg6o1djg"}
[2022-04-09 16:47:58.458]	[34mINFO[0m	game/three_list.go:43	[GetGameThreeList] key = all resp.len = 10 10 10	{"x-request-id": "c98kgfmrobbbrg6o1dig"}
[2022-04-09 16:47:58.459]	[34mINFO[0m	get/main_page.go:65	[ListMainPage] success, gameIdList = [195 337 164 361 260 468 392 262 233 449], page = 1, pageSize = 10	{"x-request-id": "c98kgfmrobbbrg6o1djg"}
[2022-04-09 16:47:59.372]	[34mINFO[0m	user/relation_info.go:191	[GetRelationCount] req = {
	"a_user_id": 16
}	{"x-request-id": "c98kgfurobbbrg6o1dk0"}
[2022-04-09 16:47:59.373]	[34mINFO[0m	user/relation_info.go:207	[GetRelationCount] resp = {
	"follow_count": 1,
	"follower_count": 1
}	{"x-request-id": "c98kgfurobbbrg6o1dk0"}
[2022-04-09 16:47:59.383]	[34mINFO[0m	user/game.go:83	[GetUserGameCount] userId = 16	{"x-request-id": "c98kgfurobbbrg6o1dkg"}
[2022-04-09 16:47:59.383]	[34mINFO[0m	user/game.go:94	[GetUserGameCount] userId = 16 resp = {
	"collected_count": 4,
	"reserved_count": 0
}	{"x-request-id": "c98kgfurobbbrg6o1dkg"}
[2022-04-09 16:48:02.404]	[34mINFO[0m	user/relation_info.go:191	[GetRelationCount] req = {
	"a_user_id": 16
}	{"x-request-id": "c98kggmrobbbrg6o1dl0"}
[2022-04-09 16:48:02.405]	[34mINFO[0m	user/relation_info.go:207	[GetRelationCount] resp = {
	"follow_count": 1,
	"follower_count": 1
}	{"x-request-id": "c98kggmrobbbrg6o1dl0"}
[2022-04-09 16:48:02.409]	[34mINFO[0m	user/game.go:83	[GetUserGameCount] userId = 16	{"x-request-id": "c98kggmrobbbrg6o1dlg"}
[2022-04-09 16:48:02.410]	[34mINFO[0m	user/game.go:94	[GetUserGameCount] userId = 16 resp = {
	"collected_count": 4,
	"reserved_count": 0
}	{"x-request-id": "c98kggmrobbbrg6o1dlg"}
[2022-04-09 16:48:14.192]	[34mINFO[0m	get/main_page.go:27	[ListMainPage] req = {
	"page": 1,
	"page_size": 10,
	"timestamp": 1649494093587
}	{"x-request-id": "c98kgjmrobbbrg6o1dm0"}
[2022-04-09 16:48:14.196]	[34mINFO[0m	get/main_page.go:65	[ListMainPage] success, gameIdList = [253 210 288 356 197 5 452 189 168 292], page = 1, pageSize = 10	{"x-request-id": "c98kgjmrobbbrg6o1dm0"}
[2022-04-09 16:48:14.201]	[34mINFO[0m	game/three_list.go:28	[GetGameThreeList], key = all, page = 1, pageSize = 10	{"x-request-id": "c98kgjmrobbbrg6o1dmg"}
[2022-04-09 16:48:14.203]	[34mINFO[0m	middle_ware/auth.go:33	tokenStr = eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE2NDk2NzIxMjgsImp0aSI6IjE2IiwiaXNzIjoiYXBwIiwibmJmIjoxNjQ5NDExOTI4fQ.8QMdho3AG1Y7vfStp9XWx_hLaGRlo1OoMzc1b3kBWnA	{"x-request-id": "c98kgjmrobbbrg6o1dn0"}
[2022-04-09 16:48:14.203]	[34mINFO[0m	handlers/token_check.go:20	[CheckToken] id = 16	{"x-request-id": "c98kgjmrobbbrg6o1dn0"}
[2022-04-09 16:48:14.205]	[34mINFO[0m	game/three_list.go:43	[GetGameThreeList] key = all resp.len = 10 10 10	{"x-request-id": "c98kgjmrobbbrg6o1dmg"}
[2022-04-09 16:48:14.916]	[34mINFO[0m	get/main_page.go:27	[ListMainPage] req = {
	"page": 1,
	"page_size": 10,
	"timestamp": 1649494094765
}	{"x-request-id": "c98kgjmrobbbrg6o1dng"}
[2022-04-09 16:48:14.918]	[34mINFO[0m	get/main_page.go:65	[ListMainPage] success, gameIdList = [112 54 89 110 262 423 139 123 173 431], page = 1, pageSize = 10	{"x-request-id": "c98kgjmrobbbrg6o1dng"}
[2022-04-09 16:48:14.918]	[34mINFO[0m	game/three_list.go:28	[GetGameThreeList], key = all, page = 1, pageSize = 10	{"x-request-id": "c98kgjmrobbbrg6o1do0"}
[2022-04-09 16:48:14.919]	[34mINFO[0m	game/three_list.go:43	[GetGameThreeList] key = all resp.len = 10 10 10	{"x-request-id": "c98kgjmrobbbrg6o1do0"}
[2022-04-09 16:48:14.970]	[34mINFO[0m	middle_ware/auth.go:33	tokenStr = eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE2NDk2NzQ0NDIsImp0aSI6IjE2IiwiaXNzIjoiYXBwIiwibmJmIjoxNjQ5NDE0MjQyfQ.Q9tqDgZyKZqXAq_A8imZRYZ_zgA_HlHBlDVrkeU92Gs	{"x-request-id": "c98kgjmrobbbrg6o1dog"}
[2022-04-09 16:48:14.971]	[34mINFO[0m	handlers/token_check.go:20	[CheckToken] id = 16	{"x-request-id": "c98kgjmrobbbrg6o1dog"}
[2022-04-09 16:48:15.211]	[34mINFO[0m	user/relation_info.go:191	[GetRelationCount] req = {
	"a_user_id": 16
}	{"x-request-id": "c98kgjurobbbrg6o1dp0"}
[2022-04-09 16:48:15.212]	[34mINFO[0m	user/relation_info.go:207	[GetRelationCount] resp = {
	"follow_count": 1,
	"follower_count": 1
}	{"x-request-id": "c98kgjurobbbrg6o1dp0"}
[2022-04-09 16:48:15.228]	[34mINFO[0m	user/game.go:83	[GetUserGameCount] userId = 16	{"x-request-id": "c98kgjurobbbrg6o1dpg"}
[2022-04-09 16:48:15.228]	[34mINFO[0m	user/game.go:94	[GetUserGameCount] userId = 16 resp = {
	"collected_count": 4,
	"reserved_count": 0
}	{"x-request-id": "c98kgjurobbbrg6o1dpg"}
[2022-04-09 16:48:23.383]	[34mINFO[0m	user/relation_info.go:191	[GetRelationCount] req = {
	"a_user_id": 16
}	{"x-request-id": "c98kglurobbbrg6o1dq0"}
[2022-04-09 16:48:23.384]	[34mINFO[0m	user/game.go:83	[GetUserGameCount] userId = 16	{"x-request-id": "c98kglurobbbrg6o1dqg"}
[2022-04-09 16:48:23.384]	[34mINFO[0m	user/relation_info.go:207	[GetRelationCount] resp = {
	"follow_count": 1,
	"follower_count": 1
}	{"x-request-id": "c98kglurobbbrg6o1dq0"}
[2022-04-09 16:48:23.385]	[34mINFO[0m	user/game.go:94	[GetUserGameCount] userId = 16 resp = {
	"collected_count": 4,
	"reserved_count": 0
}	{"x-request-id": "c98kglurobbbrg6o1dqg"}
[2022-04-09 16:49:13.092]	[34mINFO[0m	get/main_page.go:27	[ListMainPage] req = {
	"page": 1,
	"page_size": 10,
	"timestamp": 1649494153977
}	{"x-request-id": "c98kh2erobbbrg6o1dr0"}
[2022-04-09 16:49:13.094]	[34mINFO[0m	get/main_page.go:27	[ListMainPage] req = {
	"page": 1,
	"page_size": 10,
	"timestamp": 1649494152724
}	{"x-request-id": "c98kh2erobbbrg6o1drg"}
[2022-04-09 16:49:13.094]	[34mINFO[0m	middle_ware/auth.go:33	tokenStr = eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE2NDk2NzIxMjgsImp0aSI6IjE2IiwiaXNzIjoiYXBwIiwibmJmIjoxNjQ5NDExOTI4fQ.8QMdho3AG1Y7vfStp9XWx_hLaGRlo1OoMzc1b3kBWnA	{"x-request-id": "c98kh2erobbbrg6o1ds0"}
[2022-04-09 16:49:13.094]	[34mINFO[0m	game/three_list.go:28	[GetGameThreeList], key = all, page = 1, pageSize = 10	{"x-request-id": "c98kh2erobbbrg6o1dsg"}
[2022-04-09 16:49:13.096]	[34mINFO[0m	handlers/token_check.go:20	[CheckToken] id = 16	{"x-request-id": "c98kh2erobbbrg6o1ds0"}
[2022-04-09 16:49:13.096]	[34mINFO[0m	game/three_list.go:28	[GetGameThreeList], key = all, page = 1, pageSize = 10	{"x-request-id": "c98kh2erobbbrg6o1dt0"}
[2022-04-09 16:49:13.096]	[34mINFO[0m	middle_ware/auth.go:33	tokenStr = eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE2NDk2NzQ0NDIsImp0aSI6IjE2IiwiaXNzIjoiYXBwIiwibmJmIjoxNjQ5NDE0MjQyfQ.Q9tqDgZyKZqXAq_A8imZRYZ_zgA_HlHBlDVrkeU92Gs	{"x-request-id": "c98kh2erobbbrg6o1dtg"}
[2022-04-09 16:49:13.097]	[34mINFO[0m	get/main_page.go:65	[ListMainPage] success, gameIdList = [107 7 389 31 127 158 74 143 246 201], page = 1, pageSize = 10	{"x-request-id": "c98kh2erobbbrg6o1dr0"}
[2022-04-09 16:49:13.099]	[34mINFO[0m	handlers/token_check.go:20	[CheckToken] id = 16	{"x-request-id": "c98kh2erobbbrg6o1dtg"}
[2022-04-09 16:49:13.100]	[34mINFO[0m	get/main_page.go:65	[ListMainPage] success, gameIdList = [17 120 427 479 157 253 443 172 37 151], page = 1, pageSize = 10	{"x-request-id": "c98kh2erobbbrg6o1drg"}
[2022-04-09 16:49:13.101]	[34mINFO[0m	game/three_list.go:43	[GetGameThreeList] key = all resp.len = 10 10 10	{"x-request-id": "c98kh2erobbbrg6o1dsg"}
[2022-04-09 16:49:13.102]	[34mINFO[0m	game/three_list.go:43	[GetGameThreeList] key = all resp.len = 10 10 10	{"x-request-id": "c98kh2erobbbrg6o1dt0"}
[2022-04-09 16:49:13.592]	[34mINFO[0m	user/relation_info.go:191	[GetRelationCount] req = {
	"a_user_id": 16
}	{"x-request-id": "c98kh2erobbbrg6o1du0"}
[2022-04-09 16:49:13.592]	[34mINFO[0m	user/game.go:83	[GetUserGameCount] userId = 16	{"x-request-id": "c98kh2erobbbrg6o1dug"}
[2022-04-09 16:49:13.593]	[34mINFO[0m	user/game.go:94	[GetUserGameCount] userId = 16 resp = {
	"collected_count": 4,
	"reserved_count": 0
}	{"x-request-id": "c98kh2erobbbrg6o1dug"}
[2022-04-09 16:49:13.593]	[34mINFO[0m	user/relation_info.go:207	[GetRelationCount] resp = {
	"follow_count": 1,
	"follower_count": 1
}	{"x-request-id": "c98kh2erobbbrg6o1du0"}
[2022-04-09 16:49:16.435]	[34mINFO[0m	user/relation_info.go:191	[GetRelationCount] req = {
	"a_user_id": 16
}	{"x-request-id": "c98kh36robbbrg6o1dv0"}
[2022-04-09 16:49:16.436]	[34mINFO[0m	user/relation_info.go:207	[GetRelationCount] resp = {
	"follow_count": 1,
	"follower_count": 1
}	{"x-request-id": "c98kh36robbbrg6o1dv0"}
[2022-04-09 16:49:16.436]	[34mINFO[0m	user/game.go:83	[GetUserGameCount] userId = 16	{"x-request-id": "c98kh36robbbrg6o1dvg"}
[2022-04-09 16:49:16.437]	[34mINFO[0m	user/game.go:94	[GetUserGameCount] userId = 16 resp = {
	"collected_count": 4,
	"reserved_count": 0
}	{"x-request-id": "c98kh36robbbrg6o1dvg"}
[2022-04-09 16:49:24.501]	[34mINFO[0m	game/three_list.go:28	[GetGameThreeList], key = all, page = 1, pageSize = 10	{"x-request-id": "c98kh56robbbrg6o1e00"}
[2022-04-09 16:49:24.501]	[34mINFO[0m	middle_ware/auth.go:33	tokenStr = eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE2NDk2NzIxMjgsImp0aSI6IjE2IiwiaXNzIjoiYXBwIiwibmJmIjoxNjQ5NDExOTI4fQ.8QMdho3AG1Y7vfStp9XWx_hLaGRlo1OoMzc1b3kBWnA	{"x-request-id": "c98kh56robbbrg6o1e0g"}
[2022-04-09 16:49:24.502]	[34mINFO[0m	handlers/token_check.go:20	[CheckToken] id = 16	{"x-request-id": "c98kh56robbbrg6o1e0g"}
[2022-04-09 16:49:24.502]	[34mINFO[0m	get/main_page.go:27	[ListMainPage] req = {
	"page": 1,
	"page_size": 10,
	"timestamp": 1649494164017
}	{"x-request-id": "c98kh56robbbrg6o1e10"}
[2022-04-09 16:49:24.504]	[34mINFO[0m	game/three_list.go:43	[GetGameThreeList] key = all resp.len = 10 10 10	{"x-request-id": "c98kh56robbbrg6o1e00"}
[2022-04-09 16:49:24.505]	[34mINFO[0m	get/main_page.go:65	[ListMainPage] success, gameIdList = [57 189 424 470 2 158 265 440 275 153], page = 1, pageSize = 10	{"x-request-id": "c98kh56robbbrg6o1e10"}
[2022-04-09 16:49:24.734]	[34mINFO[0m	user/game.go:83	[GetUserGameCount] userId = 16	{"x-request-id": "c98kh56robbbrg6o1e1g"}
[2022-04-09 16:49:24.734]	[34mINFO[0m	user/relation_info.go:191	[GetRelationCount] req = {
	"a_user_id": 16
}	{"x-request-id": "c98kh56robbbrg6o1e20"}
[2022-04-09 16:49:24.735]	[34mINFO[0m	user/game.go:94	[GetUserGameCount] userId = 16 resp = {
	"collected_count": 4,
	"reserved_count": 0
}	{"x-request-id": "c98kh56robbbrg6o1e1g"}
[2022-04-09 16:49:24.735]	[34mINFO[0m	user/relation_info.go:207	[GetRelationCount] resp = {
	"follow_count": 1,
	"follower_count": 1
}	{"x-request-id": "c98kh56robbbrg6o1e20"}
[2022-04-09 16:49:27.370]	[34mINFO[0m	game/three_list.go:28	[GetGameThreeList], key = all, page = 1, pageSize = 10	{"x-request-id": "c98kh5urobbbrg6o1e2g"}
[2022-04-09 16:49:27.371]	[34mINFO[0m	get/main_page.go:27	[ListMainPage] req = {
	"page": 1,
	"page_size": 10,
	"timestamp": 1649494168781
}	{"x-request-id": "c98kh5urobbbrg6o1e30"}
[2022-04-09 16:49:27.375]	[34mINFO[0m	game/three_list.go:43	[GetGameThreeList] key = all resp.len = 10 10 10	{"x-request-id": "c98kh5urobbbrg6o1e2g"}
[2022-04-09 16:49:27.382]	[34mINFO[0m	middle_ware/auth.go:33	tokenStr = eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE2NDk2NzQ0NDIsImp0aSI6IjE2IiwiaXNzIjoiYXBwIiwibmJmIjoxNjQ5NDE0MjQyfQ.Q9tqDgZyKZqXAq_A8imZRYZ_zgA_HlHBlDVrkeU92Gs	{"x-request-id": "c98kh5urobbbrg6o1e3g"}
[2022-04-09 16:49:27.382]	[34mINFO[0m	handlers/token_check.go:20	[CheckToken] id = 16	{"x-request-id": "c98kh5urobbbrg6o1e3g"}
[2022-04-09 16:49:27.411]	[34mINFO[0m	get/main_page.go:65	[ListMainPage] success, gameIdList = [72 216 257 6 295 457 315 154 455 355], page = 1, pageSize = 10	{"x-request-id": "c98kh5urobbbrg6o1e30"}
[2022-04-09 16:49:30.636]	[34mINFO[0m	user/game.go:83	[GetUserGameCount] userId = 16	{"x-request-id": "c98kh6mrobbbrg6o1e40"}
[2022-04-09 16:49:30.636]	[34mINFO[0m	user/relation_info.go:191	[GetRelationCount] req = {
	"a_user_id": 16
}	{"x-request-id": "c98kh6mrobbbrg6o1e4g"}
[2022-04-09 16:49:30.637]	[34mINFO[0m	user/relation_info.go:207	[GetRelationCount] resp = {
	"follow_count": 1,
	"follower_count": 1
}	{"x-request-id": "c98kh6mrobbbrg6o1e4g"}
[2022-04-09 16:49:30.637]	[34mINFO[0m	user/game.go:94	[GetUserGameCount] userId = 16 resp = {
	"collected_count": 4,
	"reserved_count": 0
}	{"x-request-id": "c98kh6mrobbbrg6o1e40"}
[2022-04-09 16:49:31.891]	[34mINFO[0m	get/main_page.go:27	[ListMainPage] req = {
	"page": 1,
	"page_size": 10,
	"timestamp": 1649494171540
}	{"x-request-id": "c98kh6urobbbrg6o1e50"}
[2022-04-09 16:49:31.891]	[34mINFO[0m	middle_ware/auth.go:33	tokenStr = eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE2NDk2NzIxMjgsImp0aSI6IjE2IiwiaXNzIjoiYXBwIiwibmJmIjoxNjQ5NDExOTI4fQ.8QMdho3AG1Y7vfStp9XWx_hLaGRlo1OoMzc1b3kBWnA	{"x-request-id": "c98kh6urobbbrg6o1e60"}
[2022-04-09 16:49:31.891]	[34mINFO[0m	game/three_list.go:28	[GetGameThreeList], key = all, page = 1, pageSize = 10	{"x-request-id": "c98kh6urobbbrg6o1e5g"}
[2022-04-09 16:49:31.892]	[34mINFO[0m	handlers/token_check.go:20	[CheckToken] id = 16	{"x-request-id": "c98kh6urobbbrg6o1e60"}
[2022-04-09 16:49:31.894]	[34mINFO[0m	get/main_page.go:65	[ListMainPage] success, gameIdList = [314 430 237 105 207 350 168 18 297 211], page = 1, pageSize = 10	{"x-request-id": "c98kh6urobbbrg6o1e50"}
[2022-04-09 16:49:31.894]	[34mINFO[0m	game/three_list.go:43	[GetGameThreeList] key = all resp.len = 10 10 10	{"x-request-id": "c98kh6urobbbrg6o1e5g"}
[2022-04-09 16:49:32.142]	[34mINFO[0m	user/relation_info.go:191	[GetRelationCount] req = {
	"a_user_id": 16
}	{"x-request-id": "c98kh76robbbrg6o1e6g"}
[2022-04-09 16:49:32.142]	[34mINFO[0m	user/game.go:83	[GetUserGameCount] userId = 16	{"x-request-id": "c98kh76robbbrg6o1e70"}
[2022-04-09 16:49:32.143]	[34mINFO[0m	user/relation_info.go:207	[GetRelationCount] resp = {
	"follow_count": 1,
	"follower_count": 1
}	{"x-request-id": "c98kh76robbbrg6o1e6g"}
[2022-04-09 16:49:32.143]	[34mINFO[0m	user/game.go:94	[GetUserGameCount] userId = 16 resp = {
	"collected_count": 4,
	"reserved_count": 0
}	{"x-request-id": "c98kh76robbbrg6o1e70"}
[2022-04-09 16:50:23.743]	[34mINFO[0m	get/main_page.go:27	[ListMainPage] req = {
	"page": 1,
	"page_size": 10,
	"timestamp": 1649494223307
}	{"x-request-id": "c98khjurobbbrg6o1e7g"}
[2022-04-09 16:50:23.743]	[34mINFO[0m	game/three_list.go:28	[GetGameThreeList], key = all, page = 1, pageSize = 10	{"x-request-id": "c98khjurobbbrg6o1e80"}
[2022-04-09 16:50:23.744]	[34mINFO[0m	middle_ware/auth.go:33	tokenStr = eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE2NDk2NzIxMjgsImp0aSI6IjE2IiwiaXNzIjoiYXBwIiwibmJmIjoxNjQ5NDExOTI4fQ.8QMdho3AG1Y7vfStp9XWx_hLaGRlo1OoMzc1b3kBWnA	{"x-request-id": "c98khjurobbbrg6o1e8g"}
[2022-04-09 16:50:23.744]	[34mINFO[0m	handlers/token_check.go:20	[CheckToken] id = 16	{"x-request-id": "c98khjurobbbrg6o1e8g"}
[2022-04-09 16:50:23.746]	[34mINFO[0m	get/main_page.go:65	[ListMainPage] success, gameIdList = [323 32 388 318 176 414 180 250 170 246], page = 1, pageSize = 10	{"x-request-id": "c98khjurobbbrg6o1e7g"}
[2022-04-09 16:50:23.746]	[34mINFO[0m	game/three_list.go:43	[GetGameThreeList] key = all resp.len = 10 10 10	{"x-request-id": "c98khjurobbbrg6o1e80"}
[2022-04-09 16:50:24.651]	[34mINFO[0m	user/relation_info.go:191	[GetRelationCount] req = {
	"a_user_id": 16
}	{"x-request-id": "c98khk6robbbrg6o1e90"}
[2022-04-09 16:50:24.652]	[34mINFO[0m	user/relation_info.go:207	[GetRelationCount] resp = {
	"follow_count": 1,
	"follower_count": 1
}	{"x-request-id": "c98khk6robbbrg6o1e90"}
[2022-04-09 16:50:24.659]	[34mINFO[0m	user/game.go:83	[GetUserGameCount] userId = 16	{"x-request-id": "c98khk6robbbrg6o1e9g"}
[2022-04-09 16:50:24.659]	[34mINFO[0m	user/game.go:94	[GetUserGameCount] userId = 16 resp = {
	"collected_count": 4,
	"reserved_count": 0
}	{"x-request-id": "c98khk6robbbrg6o1e9g"}
[2022-04-09 16:51:13.165]	[34mINFO[0m	get/main_page.go:27	[ListMainPage] req = {
	"page": 1,
	"page_size": 10,
	"timestamp": 1649494272755
}	{"x-request-id": "c98ki0erobbbrg6o1ea0"}
[2022-04-09 16:51:13.166]	[34mINFO[0m	game/three_list.go:28	[GetGameThreeList], key = all, page = 1, pageSize = 10	{"x-request-id": "c98ki0erobbbrg6o1eag"}
[2022-04-09 16:51:13.167]	[34mINFO[0m	get/main_page.go:65	[ListMainPage] success, gameIdList = [384 210 110 323 390 78 229 257 139 64], page = 1, pageSize = 10	{"x-request-id": "c98ki0erobbbrg6o1ea0"}
[2022-04-09 16:51:13.168]	[34mINFO[0m	game/three_list.go:43	[GetGameThreeList] key = all resp.len = 10 10 10	{"x-request-id": "c98ki0erobbbrg6o1eag"}
[2022-04-09 16:51:13.198]	[34mINFO[0m	middle_ware/auth.go:33	tokenStr = eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE2NDk2NzIxMjgsImp0aSI6IjE2IiwiaXNzIjoiYXBwIiwibmJmIjoxNjQ5NDExOTI4fQ.8QMdho3AG1Y7vfStp9XWx_hLaGRlo1OoMzc1b3kBWnA	{"x-request-id": "c98ki0erobbbrg6o1eb0"}
[2022-04-09 16:51:13.198]	[34mINFO[0m	handlers/token_check.go:20	[CheckToken] id = 16	{"x-request-id": "c98ki0erobbbrg6o1eb0"}
[2022-04-09 16:51:13.492]	[34mINFO[0m	user/relation_info.go:191	[GetRelationCount] req = {
	"a_user_id": 16
}	{"x-request-id": "c98ki0erobbbrg6o1ebg"}
[2022-04-09 16:51:13.493]	[34mINFO[0m	user/game.go:83	[GetUserGameCount] userId = 16	{"x-request-id": "c98ki0erobbbrg6o1ec0"}
[2022-04-09 16:51:13.493]	[34mINFO[0m	user/relation_info.go:207	[GetRelationCount] resp = {
	"follow_count": 1,
	"follower_count": 1
}	{"x-request-id": "c98ki0erobbbrg6o1ebg"}
[2022-04-09 16:51:13.493]	[34mINFO[0m	user/game.go:94	[GetUserGameCount] userId = 16 resp = {
	"collected_count": 4,
	"reserved_count": 0
}	{"x-request-id": "c98ki0erobbbrg6o1ec0"}
[2022-04-09 16:51:13.693]	[34mINFO[0m	get/main_page.go:27	[ListMainPage] req = {
	"page": 1,
	"page_size": 10,
	"timestamp": 1649494273741
}	{"x-request-id": "c98ki0erobbbrg6o1ecg"}
[2022-04-09 16:51:13.694]	[34mINFO[0m	game/three_list.go:28	[GetGameThreeList], key = all, page = 1, pageSize = 10	{"x-request-id": "c98ki0erobbbrg6o1ed0"}
